Time, Value0, Value 1, X, Y,
1460433890.5690, 49.4870, 23.7565, -0.0441, -0.9990, 
1460433890.5910, 49.2123, 23.2958, -0.0221, -0.9998, 
1460433890.6140, 48.8084, 22.8132, 0.0009, -1.0000, 
1460433890.6360, 48.3065, 22.3507, 0.0229, -0.9997, 
1460433890.6580, 47.6892, 21.8874, 0.0449, -0.9990, 
1460433890.6810, 46.9195, 21.4023, 0.0679, -0.9977, 
1460433890.7030, 46.0653, 20.9376, 0.0898, -0.9960, 
1460433890.7260, 45.0520, 20.4510, 0.1127, -0.9936, 
1460433890.7500, 43.8690, 19.9425, 0.1365, -0.9906, 
1460433890.7730, 42.6225, 19.4545, 0.1592, -0.9872, 
1460433890.7950, 41.3354, 18.9873, 0.1809, -0.9835, 
1460433890.8180, 39.9016, 18.4983, 0.2035, -0.9791, 
1460433890.8400, 38.4573, 18.0301, 0.2250, -0.9744, 
1460433890.8620, 36.9543, 17.5616, 0.2464, -0.9692, 
1460433890.8850, 35.3348, 17.0714, 0.2686, -0.9633, 
1460433890.9130, 33.3196, 16.4742, 0.2954, -0.9554, 
1460433890.9430, 31.1396, 15.8341, 0.3240, -0.9461, 
1460433890.9650, 29.5480, 15.3645, 0.3447, -0.9387, 
1460433890.9880, 27.9078, 14.8735, 0.3662, -0.9305, 
1460433891.0100, 26.3758, 14.4039, 0.3866, -0.9223, 
1460433891.0320, 24.8929, 13.9344, 0.4068, -0.9135, 
1460433891.0540, 23.4707, 13.4651, 0.4268, -0.9044, 
1460433891.0760, 22.1196, 12.9960, 0.4466, -0.8948, 
1460433891.0990, 20.7927, 12.5059, 0.4670, -0.8842, 
1460433891.1210, 19.6130, 12.0376, 0.4864, -0.8738, 
1460433891.1440, 18.4796, 11.5485, 0.5063, -0.8623, 
1460433891.1660, 17.4951, 11.0813, 0.5252, -0.8510, 
1460433891.1890, 16.5724, 10.5937, 0.5446, -0.8387, 
1460433891.2120, 15.7595, 10.1069, 0.5638, -0.8259, 
1460433891.2350, 15.0550, 9.6212, 0.5826, -0.8128, 
1460433891.2590, 14.4325, 9.1157, 0.6019, -0.7985, 
1460433891.2820, 13.9395, 8.6326, 0.6201, -0.7845, 
1460433891.3050, 13.5421, 8.1511, 0.6380, -0.7700, 
1460433891.3280, 13.2335, 7.6713, 0.6556, -0.7551, 
1460433891.3510, 13.0063, 7.1934, 0.6728, -0.7399, 
1460433891.3730, 12.8574, 6.7383, 0.6889, -0.7249, 
1460433891.3960, 12.7652, 6.2648, 0.7054, -0.7089, 
1460433891.4180, 12.7298, 5.8144, 0.7208, -0.6932, 
1460433891.4400, 12.7380, 5.3667, 0.7358, -0.6771, 
1460433891.4630, 12.7852, 4.9017, 0.7512, -0.6600, 
1460433891.4850, 12.8597, 4.4602, 0.7656, -0.6434, 
1460433891.5070, 12.9559, 4.0223, 0.7795, -0.6264, 
1460433891.5300, 13.0726, 3.5685, 0.7937, -0.6083, 
1460433891.5530, 13.1991, 3.1193, 0.8075, -0.5899, 
1460433891.5750, 13.3237, 2.6944, 0.8203, -0.5719, 
1460433891.5970, 13.4469, 2.2744, 0.8327, -0.5538, 
1460433891.6200, 13.5697, 1.8412, 0.8452, -0.5345, 
1460433891.6470, 13.7005, 1.3408, 0.8593, -0.5115, 
1460433891.6760, 13.8192, 0.8144, 0.8738, -0.4863, 
1460433891.7000, 13.8968, 0.3881, 0.8852, -0.4652, 
1460433891.7250, 13.9553, -0.0461, 0.8966, -0.4429, 
1460433891.7490, 13.9883, -0.4526, 0.9069, -0.4213, 
1460433891.7740, 13.9976, -0.8645, 0.9172, -0.3985, 
1460433891.7990, 13.9808, -1.2636, 0.9268, -0.3754, 
1460433891.8230, 13.9402, -1.6338, 0.9356, -0.3531, 
1460433891.8470, 13.8758, -1.9903, 0.9438, -0.3305, 
1460433891.8710, 13.7883, -2.3322, 0.9515, -0.3078, 
1460433891.8950, 13.6785, -2.6584, 0.9586, -0.2849, 
1460433891.9190, 13.5473, -2.9680, 0.9651, -0.2618, 
1460433891.9440, 13.3890, -3.2717, 0.9714, -0.2376, 
1460433891.9680, 13.2173, -3.5439, 0.9768, -0.2142, 
1460433891.9910, 13.0358, -3.7861, 0.9815, -0.1917, 
1460433892.0160, 12.8209, -4.0274, 0.9859, -0.1671, 
1460433892.0400, 12.5982, -4.2364, 0.9897, -0.1434, 
1460433892.0640, 12.3605, -4.4220, 0.9928, -0.1196, 
1460433892.0880, 12.1089, -4.5833, 0.9954, -0.0957, 
1460433892.1120, 11.8442, -4.7189, 0.9974, -0.0718, 
1460433892.1360, 11.5672, -4.8280, 0.9989, -0.0479, 
1460433892.1600, 11.2787, -4.9094, 0.9997, -0.0239, 
1460433892.1840, 10.9794, -4.9622, 1.0000, 0.0001, 
1460433892.2080, 10.6700, -4.9854, 0.9997, 0.0241, 
1460433892.2320, 10.3510, -4.9781, 0.9988, 0.0481, 
1460433892.2560, 10.0233, -4.9395, 0.9974, 0.0721, 
1460433892.2800, 9.6874, -4.8690, 0.9954, 0.0960, 
1460433892.3040, 9.3440, -4.7658, 0.9928, 0.1198, 
1460433892.3280, 8.9939, -4.6294, 0.9896, 0.1436, 
1460433892.3530, 8.6229, -4.4516, 0.9857, 0.1683, 
1460433892.3770, 8.2616, -4.2464, 0.9814, 0.1919, 
1460433892.4060, 7.8198, -3.9529, 0.9754, 0.2203, 
1460433892.4370, 7.3434, -3.5842, 0.9681, 0.2504, 
1460433892.4610, 6.9732, -3.2599, 0.9618, 0.2736, 
1460433892.4860, 6.5881, -2.8865, 0.9547, 0.2975, 
1460433892.5110, 6.2051, -2.4772, 0.9470, 0.3213, 
1460433892.5360, 5.8263, -2.0328, 0.9386, 0.3449, 
1460433892.5610, 5.4536, -1.5543, 0.9297, 0.3682, 
1460433892.5860, 5.0891, -1.0428, 0.9202, 0.3914, 
1460433892.6110, 4.7352, -0.4995, 0.9102, 0.4143, 
1460433892.6360, 4.3941, 0.0741, 0.8995, 0.4369, 
1460433892.6610, 4.0682, 0.6763, 0.8883, 0.4592, 
1460433892.6860, 3.7598, 1.3054, 0.8766, 0.4813, 
1460433892.7110, 3.4713, 1.9593, 0.8643, 0.5030, 
1460433892.7380, 3.1848, 2.6910, 0.8504, 0.5262, 
1460433892.7640, 2.9359, 3.4181, 0.8364, 0.5481, 
1460433892.7900, 2.7159, 4.1647, 0.8219, 0.5697, 
1460433892.8150, 2.5336, 4.8982, 0.8074, 0.5901, 
1460433892.8390, 2.3872, 5.6146, 0.7930, 0.6093, 
1460433892.8640, 2.2657, 6.3710, 0.7775, 0.6289, 
1460433892.8890, 2.1774, 7.1353, 0.7615, 0.6481, 
1460433892.9140, 2.1230, 7.9048, 0.7451, 0.6670, 
1460433892.9380, 2.1035, 8.6461, 0.7289, 0.6847, 
1460433892.9640, 2.1191, 9.4493, 0.7108, 0.7034, 
1460433892.9890, 2.1702, 10.2193, 0.6930, 0.7209, 
1460433893.0140, 2.2567, 10.9843, 0.6748, 0.7380, 
1460433893.0380, 2.3730, 11.7121, 0.6569, 0.7540, 
1460433893.0620, 2.5212, 12.4314, 0.6386, 0.7695, 
1460433893.0870, 2.7089, 13.1694, 0.6192, 0.7853, 
1460433893.1120, 2.9300, 13.8942, 0.5993, 0.8005, 
1460433893.1370, 3.1834, 14.6040, 0.5791, 0.8152, 
1460433893.1640, 3.4921, 15.3516, 0.5569, 0.8306, 
1460433893.1950, 3.8897, 16.1837, 0.5309, 0.8474, 
1460433893.2190, 4.2279, 16.8070, 0.5104, 0.8599, 
1460433893.2430, 4.5914, 17.4112, 0.4896, 0.8719, 
1460433893.2690, 5.0127, 18.0433, 0.4668, 0.8844, 
1460433893.2940, 5.4438, 18.6284, 0.4446, 0.8958, 
1460433893.3200, 5.9183, 19.2128, 0.4211, 0.9070, 
1460433893.3450, 6.3988, 19.7514, 0.3983, 0.9173, 
1460433893.3700, 6.9027, 20.2671, 0.3753, 0.9269, 
1460433893.3950, 7.4296, 20.7599, 0.3520, 0.9360, 
1460433893.4210, 8.0020, 21.2486, 0.3275, 0.9448, 
1460433893.4460, 8.5760, 21.6961, 0.3038, 0.9527, 
1460433893.4720, 9.1981, 22.1388, 0.2789, 0.9603, 
1460433893.4960, 9.7957, 22.5276, 0.2558, 0.9667, 
1460433893.5210, 10.4432, 22.9134, 0.2316, 0.9728, 
1460433893.5460, 11.1175, 23.2804, 0.2072, 0.9783, 
1460433893.5710, 11.8200, 23.6298, 0.1826, 0.9832, 
1460433893.5960, 12.5527, 23.9628, 0.1580, 0.9874, 
1460433893.6210, 13.3177, 24.2805, 0.1333, 0.9911, 
1460433893.6460, 14.1170, 24.5843, 0.1085, 0.9941, 
1460433893.6730, 15.0217, 24.8982, 0.0816, 0.9967, 
1460433893.7020, 16.0446, 25.2209, 0.0526, 0.9986, 
1460433893.7270, 16.9719, 25.4887, 0.0277, 0.9996, 
1460433893.7520, 17.9437, 25.7481, 0.0027, 1.0000, 
1460433893.7790, 19.0456, 26.0204, -0.0243, 0.9997, 
1460433893.8050, 20.1600, 26.2765, -0.0503, 0.9987, 
1460433893.8300, 21.2822, 26.5183, -0.0753, 0.9972, 
1460433893.8560, 22.5027, 26.7664, -0.1012, 0.9949, 
1460433893.8810, 23.7274, 27.0029, -0.1260, 0.9920, 
1460433893.9060, 25.0012, 27.2385, -0.1508, 0.9886, 
1460433893.9300, 26.2685, 27.4647, -0.1744, 0.9847, 
1460433893.9560, 27.6870, 27.7107, -0.2000, 0.9798, 
1460433893.9800, 29.0345, 27.9394, -0.2234, 0.9747, 
1460433894.0060, 30.5293, 28.1898, -0.2487, 0.9686, 
1460433894.0300, 31.9349, 28.4240, -0.2719, 0.9623, 
1460433894.0550, 33.4170, 28.6715, -0.2958, 0.9552, 
1460433894.0800, 34.9075, 28.9233, -0.3196, 0.9475, 
1460433894.1050, 36.3952, 29.1798, -0.3432, 0.9393, 
1460433894.1320, 37.9843, 29.4624, -0.3684, 0.9297, 
1460433894.1640, 39.8211, 29.8053, -0.3980, 0.9174, 
1460433894.1910, 41.3104, 30.1017, -0.4226, 0.9063, 
1460433894.2190, 42.7747, 30.4160, -0.4478, 0.8941, 
1460433894.2460, 44.0898, 30.7257, -0.4718, 0.8817, 
1460433894.2730, 45.2906, 31.0420, -0.4954, 0.8686, 
1460433894.3000, 46.3597, 31.3647, -0.5187, 0.8550, 
1460433894.3280, 47.3119, 31.7059, -0.5424, 0.8401, 
1460433894.3540, 48.0401, 32.0284, -0.5641, 0.8257, 
1460433894.3810, 48.6266, 32.3690, -0.5862, 0.8102, 
1460433894.4090, 49.0440, 32.7277, -0.6086, 0.7935, 
1460433894.4360, 49.2583, 33.0785, -0.6298, 0.7767, 
1460433894.4640, 49.2854, 33.4470, -0.6513, 0.7588, 
1460433894.4920, 49.1186, 33.8197, -0.6723, 0.7403, 
1460433894.5190, 48.7830, 34.1825, -0.6921, 0.7218, 
1460433894.5460, 48.2886, 34.5483, -0.7113, 0.7029, 
1460433894.5730, 47.6515, 34.9163, -0.7300, 0.6834, 
1460433894.6000, 46.8913, 35.2861, -0.7482, 0.6635, 
1460433894.6260, 46.0634, 35.6433, -0.7652, 0.6438, 
1460433894.6550, 45.0558, 36.0424, -0.7835, 0.6214, 
1460433894.6840, 43.9895, 36.4416, -0.8012, 0.5984, 
1460433894.7090, 43.0476, 36.7851, -0.8159, 0.5782, 
1460433894.7340, 42.1058, 37.1278, -0.8301, 0.5576, 
1460433894.7580, 41.2195, 37.4554, -0.8433, 0.5375, 
1460433894.7830, 40.3323, 37.7949, -0.8564, 0.5163, 
1460433894.8080, 39.4977, 38.1322, -0.8691, 0.4947, 
1460433894.8320, 38.7594, 38.4534, -0.8807, 0.4737, 
1460433894.8570, 38.0672, 38.7850, -0.8923, 0.4515, 
1460433894.8810, 37.4854, 39.1001, -0.9028, 0.4300, 
1460433894.9050, 36.9906, 39.4117, -0.9129, 0.4082, 
1460433894.9300, 36.5722, 39.7320, -0.9228, 0.3852, 
1460433894.9550, 36.2547, 40.0477, -0.9322, 0.3621, 
1460433894.9790, 36.0444, 40.3461, -0.9406, 0.3396, 
1460433895.0040, 35.9213, 40.6518, -0.9488, 0.3160, 
1460433895.0290, 35.8916, 40.9517, -0.9564, 0.2921, 
1460433895.0540, 35.9492, 41.2456, -0.9634, 0.2681, 
1460433895.0790, 36.0863, 41.5331, -0.9698, 0.2440, 
1460433895.1030, 36.2847, 41.8028, -0.9754, 0.2206, 
1460433895.1280, 36.5515, 42.0769, -0.9806, 0.1962, 
1460433895.1540, 36.8836, 42.3543, -0.9853, 0.1706, 
1460433895.1780, 37.2295, 42.6029, -0.9891, 0.1469, 
1460433895.2030, 37.6201, 42.8543, -0.9925, 0.1222, 
1460433895.2280, 38.0314, 43.0974, -0.9953, 0.0973, 
1460433895.2530, 38.4539, 43.3320, -0.9974, 0.0724, 
1460433895.2770, 38.8615, 43.5490, -0.9988, 0.0484, 
1460433895.3020, 39.2800, 43.7663, -0.9997, 0.0235, 
1460433895.3270, 39.6847, 43.9743, -1.0000, -0.0015, 
1460433895.3530, 40.0835, 44.1805, -0.9996, -0.0275, 
1460433895.3780, 40.4395, 44.3688, -0.9986, -0.0525, 
1460433895.4040, 40.7754, 44.5539, -0.9969, -0.0785, 
1460433895.4290, 41.0608, 44.7214, -0.9946, -0.1033, 
1460433895.4540, 41.3056, 44.8784, -0.9918, -0.1282, 
1460433895.4780, 41.4998, 45.0190, -0.9884, -0.1519, 
1460433895.5030, 41.6573, 45.1546, -0.9843, -0.1766, 
1460433895.5270, 41.7638, 45.2742, -0.9798, -0.2002, 
1460433895.5530, 41.8287, 45.3919, -0.9742, -0.2256, 
1460433895.5780, 41.8406, 45.4932, -0.9683, -0.2499, 
1460433895.6020, 41.8052, 45.5791, -0.9620, -0.2730, 
1460433895.6270, 41.7193, 45.6568, -0.9549, -0.2970, 
1460433895.6520, 41.5838, 45.7222, -0.9472, -0.3208, 
1460433895.6780, 41.3906, 45.7769, -0.9385, -0.3453, 
1460433895.7130, 41.0475, 45.8286, -0.9258, -0.3779, 
1460433895.7410, 40.7057, 45.8517, -0.9149, -0.4037, 
1460433895.7690, 40.3054, 45.8582, -0.9032, -0.4291, 
1460433895.7960, 39.8654, 45.8485, -0.8913, -0.4534, 
1460433895.8240, 39.3544, 45.8216, -0.8783, -0.4781, 
1460433895.8510, 38.8105, 45.7793, -0.8651, -0.5017, 
1460433895.8770, 38.2408, 45.7232, -0.8517, -0.5240, 
1460433895.9030, 37.6273, 45.6518, -0.8378, -0.5460, 
1460433895.9290, 36.9717, 45.5649, -0.8233, -0.5676, 
1460433895.9540, 36.3031, 45.4666, -0.8089, -0.5880, 
1460433895.9800, 35.5698, 45.3491, -0.7933, -0.6088, 
1460433896.0070, 34.7693, 45.2102, -0.7766, -0.6300, 
1460433896.0340, 33.9314, 45.0541, -0.7593, -0.6507, 
1460433896.0600, 33.0914, 44.8874, -0.7421, -0.6702, 
1460433896.0860, 32.2215, 44.7047, -0.7245, -0.6893, 
1460433896.1120, 31.3241, 44.5057, -0.7063, -0.7079, 
1460433896.1380, 30.4021, 44.2905, -0.6877, -0.7260, 
1460433896.1650, 29.4215, 44.0498, -0.6678, -0.7443, 
1460433896.1920, 28.4209, 43.7916, -0.6475, -0.7621, 
1460433896.2190, 27.4037, 43.5159, -0.6267, -0.7793, 
1460433896.2450, 26.4121, 43.2339, -0.6062, -0.7953, 
1460433896.2730, 25.3348, 42.9121, -0.5837, -0.8120, 
1460433896.2980, 24.3681, 42.6091, -0.5632, -0.8263, 
1460433896.3250, 23.3226, 42.2653, -0.5407, -0.8412, 
1460433896.3510, 22.3178, 41.9182, -0.5186, -0.8550, 
1460433896.3800, 21.2034, 41.5126, -0.4936, -0.8697, 
1460433896.4100, 20.0623, 41.0729, -0.4673, -0.8841, 
1460433896.4330, 19.1983, 40.7221, -0.4469, -0.8946, 
1460433896.4570, 18.3090, 40.3437, -0.4253, -0.9051, 
1460433896.4830, 17.3620, 39.9198, -0.4016, -0.9158, 
1460433896.5080, 16.4697, 39.4988, -0.3786, -0.9256, 
1460433896.5320, 15.6315, 39.0825, -0.3563, -0.9344, 
1460433896.5570, 14.7790, 38.6367, -0.3328, -0.9430, 
1460433896.5810, 13.9816, 38.1974, -0.3101, -0.9507, 
1460433896.6050, 13.2054, 37.7474, -0.2872, -0.9579, 
1460433896.6300, 12.4203, 37.2677, -0.2631, -0.9648, 
1460433896.6560, 11.6294, 36.7575, -0.2380, -0.9713, 
1460433896.6800, 10.9227, 36.2770, -0.2146, -0.9767, 
1460433896.7050, 10.2102, 35.7671, -0.1901, -0.9818, 
1460433896.7300, 9.5216, 35.2484, -0.1655, -0.9862, 
1460433896.7540, 8.8826, 34.7429, -0.1418, -0.9899, 
1460433896.7820, 8.1635, 34.1445, -0.1140, -0.9935, 
1460433896.8070, 7.5445, 33.6032, -0.0891, -0.9960, 
1460433896.8320, 6.9465, 33.0563, -0.0642, -0.9979, 
1460433896.8560, 6.3912, 32.5267, -0.0403, -0.9992, 
1460433896.8830, 5.7875, 31.9266, -0.0133, -0.9999, 
1460433896.9120, 5.1624, 31.2783, 0.0157, -0.9999, 
1460433896.9380, 4.6214, 30.6951, 0.0417, -0.9991, 
1460433896.9630, 4.1178, 30.1336, 0.0667, -0.9978, 
1460433896.9880, 3.6298, 29.5726, 0.0916, -0.9958, 
1460433897.0130, 3.1570, 29.0131, 0.1165, -0.9932, 
1460433897.0390, 2.6810, 28.4342, 0.1423, -0.9898, 
1460433897.0640, 2.2385, 27.8816, 0.1669, -0.9860, 
1460433897.0890, 1.8111, 27.3342, 0.1915, -0.9815, 
1460433897.1140, 1.3993, 26.7931, 0.2160, -0.9764, 
1460433897.1390, 1.0040, 26.2596, 0.2404, -0.9707, 
1460433897.1640, 0.6264, 25.7349, 0.2645, -0.9644, 
1460433897.1900, 0.2539, 25.1999, 0.2895, -0.9572, 
1460433897.2150, -0.0828, 24.6969, 0.3134, -0.9496, 
1460433897.2400, -0.3963, 24.2064, 0.3370, -0.9415, 
1460433897.2640, -0.6730, 23.7482, 0.3595, -0.9331, 
1460433897.2890, -0.9331, 23.2854, 0.3827, -0.9239, 
1460433897.3130, -1.1529, 22.8558, 0.4048, -0.9144, 
1460433897.3380, -1.3473, 22.4247, 0.4275, -0.9040, 
1460433897.3630, -1.5025, 22.0111, 0.4500, -0.8930, 
1460433897.3890, -1.6180, 21.6006, 0.4730, -0.8810, 
1460433897.4140, -1.6805, 21.2254, 0.4949, -0.8689, 
1460433897.4390, -1.6908, 20.8701, 0.5165, -0.8563, 
1460433897.4640, -1.6446, 20.5351, 0.5377, -0.8431, 
1460433897.4880, -1.5429, 20.2331, 0.5578, -0.8300, 
1460433897.5120, -1.3813, 19.9504, 0.5776, -0.8163, 
1460433897.5380, -1.1345, 19.6663, 0.5986, -0.8011, 
1460433897.5640, -0.8092, 19.4050, 0.6192, -0.7852, 
1460433897.5930, -0.3499, 19.1405, 0.6417, -0.7669, 
1460433897.6170, 0.1094, 18.9426, 0.6599, -0.7513, 
1460433897.6420, 0.6654, 18.7562, 0.6785, -0.7346, 
1460433897.6660, 1.2735, 18.5957, 0.6959, -0.7181, 
1460433897.6900, 1.9534, 18.4525, 0.7130, -0.7012, 
1460433897.7140, 2.7030, 18.3257, 0.7296, -0.6839, 
1460433897.7410, 3.6250, 18.2015, 0.7478, -0.6639, 
1460433897.7650, 4.5091, 18.1062, 0.7635, -0.6458, 
1460433897.7930, 5.6083, 18.0114, 0.7813, -0.6242, 
1460433897.8170, 6.5996, 17.9424, 0.7960, -0.6052, 
1460433897.8420, 7.6697, 17.8811, 0.8109, -0.5851, 
1460433897.8680, 8.8101, 17.8268, 0.8259, -0.5639, 
1460433897.8950, 10.0080, 17.7783, 0.8408, -0.5414, 
1460433897.9210, 11.1575, 17.7370, 0.8546, -0.5193, 
1460433897.9460, 12.2424, 17.7000, 0.8673, -0.4978, 
1460433897.9710, 13.2910, 17.6637, 0.8795, -0.4760, 
1460433897.9960, 14.2869, 17.6260, 0.8911, -0.4538, 
1460433898.0210, 15.2143, 17.5847, 0.9022, -0.4314, 
1460433898.0450, 16.0258, 17.5397, 0.9122, -0.4096, 
1460433898.0700, 16.7755, 17.4854, 0.9222, -0.3867, 
1460433898.0950, 17.4153, 17.4214, 0.9316, -0.3635, 
1460433898.1220, 17.9707, 17.3393, 0.9411, -0.3383, 
1460433898.1530, 18.4223, 17.2254, 0.9511, -0.3089, 
1460433898.1780, 18.6355, 17.1162, 0.9585, -0.2851, 
1460433898.2050, 18.7123, 16.9789, 0.9659, -0.2591, 
1460433898.2300, 18.6430, 16.8325, 0.9720, -0.2348, 
1460433898.2550, 18.4437, 16.6662, 0.9776, -0.2105, 
1460433898.2800, 18.1223, 16.4790, 0.9826, -0.1860, 
1460433898.3060, 17.6703, 16.2613, 0.9871, -0.1604, 
1460433898.3300, 17.1591, 16.0388, 0.9906, -0.1366, 
1460433898.3550, 16.5462, 15.7848, 0.9937, -0.1118, 
1460433898.3800, 15.8681, 15.5077, 0.9962, -0.0870, 
1460433898.4050, 15.1436, 15.2075, 0.9981, -0.0620, 
1460433898.4310, 14.3617, 14.8711, 0.9993, -0.0361, 
1460433898.4610, 13.4520, 14.4528, 1.0000, -0.0061, 
1460433898.4860, 12.7107, 14.0803, 0.9998, 0.0189, 
1460433898.5120, 11.9771, 13.6707, 0.9990, 0.0449, 
1460433898.5380, 11.3006, 13.2396, 0.9975, 0.0709, 
1460433898.5630, 10.7199, 12.8060, 0.9954, 0.0958, 
1460433898.5890, 10.2031, 12.3367, 0.9926, 0.1216, 
1460433898.6150, 9.7874, 11.8502, 0.9891, 0.1474, 
1460433898.6400, 9.4920, 11.3681, 0.9851, 0.1721, 
1460433898.6650, 9.3050, 10.8734, 0.9805, 0.1966, 
1460433898.6890, 9.2309, 10.3885, 0.9755, 0.2201, 
1460433898.7160, 9.2726, 9.8331, 0.9692, 0.2464, 
1460433898.7400, 9.4200, 9.3328, 0.9630, 0.2696, 
1460433898.7640, 9.6686, 8.8278, 0.9562, 0.2926, 
1460433898.7890, 10.0311, 8.2988, 0.9486, 0.3164, 
1460433898.8170, 10.5550, 7.7050, 0.9394, 0.3428, 
1460433898.8490, 11.2935, 7.0281, 0.9279, 0.3727, 
1460433898.8740, 11.9636, 6.5032, 0.9183, 0.3958, 
1460433898.9010, 12.7675, 5.9423, 0.9073, 0.4204, 
1460433898.9270, 13.6098, 5.4102, 0.8961, 0.4439, 
1460433898.9530, 14.5080, 4.8880, 0.8842, 0.4670, 
1460433898.9780, 15.4146, 4.3969, 0.8723, 0.4890, 
1460433899.0050, 16.4304, 3.8805, 0.8588, 0.5124, 
1460433899.0300, 17.3955, 3.4169, 0.8457, 0.5337, 
1460433899.0560, 18.4153, 2.9510, 0.8315, 0.5555, 
1460433899.0810, 19.4035, 2.5200, 0.8174, 0.5761, 
1460433899.1080, 20.4711, 2.0745, 0.8015, 0.5979, 
1460433899.1330, 21.4531, 1.6817, 0.7863, 0.6178, 
1460433899.1590, 22.4618, 1.2941, 0.7700, 0.6380, 
1460433899.1850, 23.4521, 0.9289, 0.7532, 0.6578, 
1460433899.2120, 24.4559, 0.5741, 0.7351, 0.6779, 
1460433899.2370, 25.3590, 0.2684, 0.7180, 0.6961, 
1460433899.2650, 26.3367, -0.0472, 0.6982, 0.7159, 
1460433899.2940, 27.3079, -0.3439, 0.6771, 0.7359, 
1460433899.3190, 28.1088, -0.5747, 0.6585, 0.7526, 
1460433899.3420, 28.8145, -0.7664, 0.6410, 0.7675, 
1460433899.3660, 29.5179, -0.9453, 0.6224, 0.7827, 
1460433899.3890, 30.1596, -1.0964, 0.6043, 0.7968, 
1460433899.4130, 30.7946, -1.2330, 0.5850, 0.8110, 
1460433899.4370, 31.3940, -1.3482, 0.5654, 0.8249, 
1460433899.4610, 31.9574, -1.4420, 0.5454, 0.8382, 
1460433899.4840, 32.4636, -1.5122, 0.5260, 0.8505, 
1460433899.5080, 32.9564, -1.5649, 0.5054, 0.8629, 
1460433899.5320, 33.4135, -1.5971, 0.4846, 0.8748, 
1460433899.5560, 33.8350, -1.6090, 0.4634, 0.8861, 
1460433899.5800, 34.2216, -1.6009, 0.4420, 0.8970, 
1460433899.6050, 34.5877, -1.5717, 0.4195, 0.9078, 
1460433899.6280, 34.8923, -1.5264, 0.3985, 0.9172, 
1460433899.6530, 35.1892, -1.4577, 0.3754, 0.9269, 
1460433899.6770, 35.4418, -1.3729, 0.3531, 0.9356, 
1460433899.7010, 35.6639, -1.2703, 0.3305, 0.9438, 
1460433899.7250, 35.8566, -1.1502, 0.3078, 0.9515, 
1460433899.7500, 36.0277, -1.0069, 0.2839, 0.9589, 
1460433899.7790, 36.1904, -0.8183, 0.2560, 0.9667, 
1460433899.8040, 36.3020, -0.6369, 0.2317, 0.9728, 
1460433899.8280, 36.3862, -0.4469, 0.2083, 0.9781, 
1460433899.8520, 36.4497, -0.2417, 0.1848, 0.9828, 
1460433899.8750, 36.4929, -0.0314, 0.1621, 0.9868, 
1460433899.8990, 36.5215, 0.2021, 0.1384, 0.9904, 
1460433899.9230, 36.5353, 0.4493, 0.1146, 0.9934, 
1460433899.9460, 36.5364, 0.6989, 0.0917, 0.9958, 
1460433899.9700, 36.5269, 0.9720, 0.0678, 0.9977, 
1460433899.9940, 36.5083, 1.2577, 0.0438, 0.9990, 
1460433900.0200, 36.4801, 1.5810, 0.0179, 0.9998, 
1460433900.0540, 36.4343, 2.0245, -0.0161, 0.9999, 
1460433900.0800, 36.3950, 2.3790, -0.0421, 0.9991, 
1460433900.1070, 36.3523, 2.7606, -0.0691, 0.9976, 
1460433900.1340, 36.3093, 3.1554, -0.0960, 0.9954, 
1460433900.1600, 36.2689, 3.5476, -0.1218, 0.9925, 
1460433900.1870, 36.2289, 3.9670, -0.1486, 0.9889, 
1460433900.2140, 36.1914, 4.3982, -0.1752, 0.9845, 
1460433900.2410, 36.1567, 4.8408, -0.2017, 0.9794, 
1460433900.2670, 36.1256, 5.2774, -0.2271, 0.9739, 
1460433900.2940, 36.0953, 5.7410, -0.2534, 0.9674, 
1460433900.3210, 36.0661, 6.2147, -0.2794, 0.9602, 
1460433900.3470, 36.0377, 6.6800, -0.3042, 0.9526, 
1460433900.3730, 36.0078, 7.1540, -0.3289, 0.9444, 
1460433900.3990, 35.9746, 7.6361, -0.3533, 0.9355, 
1460433900.4260, 35.9347, 8.1452, -0.3785, 0.9256, 
1460433900.4520, 35.8891, 8.6430, -0.4024, 0.9155, 
1460433900.4770, 35.8367, 9.1284, -0.4252, 0.9051, 
1460433900.5030, 35.7712, 9.6400, -0.4486, 0.8938, 
1460433900.5310, 35.6856, 10.1981, -0.4734, 0.8808, 
1460433900.5600, 35.5778, 10.7835, -0.4987, 0.8668, 
1460433900.5850, 35.4671, 11.2938, -0.5202, 0.8540, 
1460433900.6100, 35.3381, 11.8091, -0.5414, 0.8407, 
1460433900.6350, 35.1893, 12.3290, -0.5623, 0.8269, 
1460433900.6590, 35.0265, 12.8321, -0.5820, 0.8132, 
1460433900.6840, 34.8350, 13.3600, -0.6021, 0.7984, 
1460433900.7090, 34.6201, 13.8916, -0.6219, 0.7831, 
1460433900.7350, 34.3710, 14.4478, -0.6420, 0.7667, 
1460433900.7590, 34.1174, 14.9642, -0.6602, 0.7511, 
1460433900.7850, 33.8168, 15.5262, -0.6795, 0.7336, 
1460433900.8090, 33.5157, 16.0471, -0.6970, 0.7171, 
1460433900.8350, 33.1643, 16.6134, -0.7154, 0.6988, 
1460433900.8590, 32.8174, 17.1376, -0.7319, 0.6814, 
1460433900.8850, 32.4186, 17.7067, -0.7494, 0.6621, 
1460433900.9090, 32.0307, 18.2328, -0.7651, 0.6440, 
